component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor,manufacturing_method,estimation_cost,modulus_gpa,thermal_expansion_alpha,density_kg_m3,delta_temp,thermal_stress_estimate_pa,temp_degradation_factor,adjusted_yield_point_pa,stress_to_yield_ratio,load_intensity,material_efficiency,safety_factor_capped
piston,4106.088637,440.4670341,chromium,1750983.415,6.28e-06,253177655.3,144.5916924,3D Printing,59.57,279.0,4.9,7190,420.4670341,574820482.3181101,0.78976648295,199951226.3878084,0.006916026664853942,1.6218211011293775e-05,0.020110110208623088,144.5916924
flange,9404.200056,407.9929277,chromium,1304029.192,4.67e-06,264002357.4,202.4512633,Casting,407.88,279.0,4.9,7190,387.9929277,530425131.4586701,0.80600353615,212786833.6163361,0.004939460408015281,3.562165182393178e-05,0.02815733842837274,202.4512633
coupling,2927.31803,399.0660887,titanium,444199.1708,4.04e-06,401167389.1,903.1250292,3D Printing,299.72,116.0,8.6,4500,379.0660887,378156330.08712,0.8104669556499999,325132912.549936,0.0011072664001840723,7.29699898231334e-06,0.20069445093333332,903.1250292
bracket,1086.642166,597.199657,titanium,267374.3327,2.43e-06,153500428.8,574.1030832,Injection Molding,80.88,116.0,8.6,4500,577.199657,575814377.8232,0.7114001715,109200231.37364355,0.0017418474644677997,7.079082283319329e-06,0.12757846293333333,574.1030832
bearing,1418.944805,36.34118067,abs_plastic,184507.4893,9.23e-05,27886273.11,151.1389766,3D Printing,205.97,2.3,73.8,1050,16.34118067,2773752.0069257994,0.991829409665,27658425.796448264,0.00661642696290727,5.0883271472055095e-05,0.14394188247619047,151.1389766
shaft,311.7495821,284.3688218,aluminium,175124.1955,2.5e-06,31512990.92,179.9465279,Milling,165.68,69.0,23.1,2700,264.3688218,421377465.06701994,0.8678155891,27347464.77954275,0.005557206421458899,9.892732266874273e-06,0.06664686218518519,179.9465279
cylinder,2447.602864,156.3166965,titanium,572156.9781,5.2e-06,704604129.3,1231.487435,Casting,445.33,116.0,8.6,4500,136.3166965,135989536.42839998,0.93184165175,656579475.6767825,0.0008120261495890157,3.4737276751863625e-06,0.27366387444444445,1000.0
cam,4623.256094,340.5019259,steel,826379.7938,4.13e-06,161327623.5,195.2221299,Milling,491.57,200.0,12.0,7850,320.5019259,769204622.16,0.83974903705,135474716.48368996,0.005122370093054771,2.865756027206339e-05,0.02486906113375796,195.2221299
bearing,616.6314205,95.13793089,abs_plastic,316493.921,0.000158247,8287356.369,26.18488324,Machining,329.48,2.3,73.8,1050,75.13793089,12753912.3892686,0.962431034555,7976008.963942639,0.03818997360652779,7.44062874871165e-05,0.02493798403809524,26.18488324
flange,9098.206074,175.1807735,steel,1219477.603,6.1e-06,204380006.9,167.5963596,3D Printing,484.76,200.0,12.0,7850,155.1807735,372433856.4,0.92240961325,188522083.12066135,0.00596671671313071,4.451612568176305e-05,0.02134985472611465,167.5963596
lever,6868.933866,38.27347655,abs_plastic,1601955.537,0.000800978,27242174.48,17.00557465,Casting,276.25,2.3,73.8,1050,18.273476549999998,3101739.909596999,0.990863261725,26993269.861734357,0.05880424626808278,0.00025214337684544485,0.01619578538095238,17.00557465
flange,7487.285785,99.21321698,abs_plastic,748864.4583,0.000374432,6928927.673,9.25257915,3D Printing,181.0,2.3,73.8,1050,79.21321698,13445651.450185198,0.96039339151,6654496.347399963,0.10807797304886084,0.0010805836253964315,0.008811980142857143,9.25257915
lever,8282.902388,990.4448706,chromium,2174411.536,7.79e-06,69851709.81,32.12442017,Forging,281.49,279.0,4.9,7190,970.4448706,1326695182.5972602,0.5147775647,35958093.066122904,0.031128966519423838,0.00011857837711531889,0.004467930482614743,32.12442017
bearing,1494.906417,685.7739636,steel,252161.9422,1.26e-06,71413030.31,283.2030468,Forging,423.88,200.0,12.0,7850,665.7739636,1597857512.64,0.6671130182,47640562.18891218,0.0035310354581702947,2.0933244402466805e-05,0.036076821248407644,283.2030468
piston,6132.1907,33.53489317,aluminium,701983.1198,1e-05,136027127.8,193.7754969,Machining,135.75,69.0,23.1,2700,13.534893169999997,21573266.223662995,0.993232553415,135106571.47850254,0.005160611204201284,4.5080645303458355e-05,0.07176870255555556,193.7754969
flange,1291.791351,131.9904215,steel,194424.8513,9.72e-07,215627494.4,1109.053153,Machining,420.89,200.0,12.0,7850,111.9904215,268777011.59999996,0.94400478925,203553387.40757754,0.0009016700390690066,5.990847106926268e-06,0.14128065643312102,1000.0
flange,8494.449207,756.7898607,chromium,1866121.266,6.69e-06,147736713.1,79.1677989,3D Printing,168.37,279.0,4.9,7190,736.7898607,1007265418.5629702,0.63160506965,93311256.96738756,0.0126313982952691,5.7497212634277836e-05,0.01101082043115438,79.1677989
piston,6914.018237,61.01891762,abs_plastic,1437741.251,0.000718871,19660360.79,13.67447778,Casting,387.0,2.3,73.8,1050,41.01891762,6962551.0768188,0.97949054119,19257137.430187754,0.07312893523964674,0.0003516730089977154,0.013023312171428571,13.67447778
housing,3875.236071,127.4555419,titanium,1071208.217,9.74e-06,740680572.6,691.444073,Forging,97.6,116.0,8.6,4500,107.4555419,107197648.59944,0.94627222905,700885456.4482324,0.001446248567367919,5.231993674947914e-06,0.15365423844444445,691.444073
bracket,5245.450616,415.4421505,titanium,1152878.86,1.05e-05,380697311.8,330.2144962,Casting,97.13,116.0,8.6,4500,395.4421505,394493089.33879995,0.80227892475,305425429.96611947,0.0030283346487239367,1.3778533373925441e-05,0.07338099915555556,330.2144962
spring,2913.362204,185.5843756,aluminium,528482.3102,7.55e-06,72673176.83,137.512979,Forging,230.36,69.0,23.1,2700,165.5843756,263924936.26884,0.9172078122,66656405.52586803,0.007272040844399123,4.008854891282727e-05,0.050930732962962966,137.512979
flange,7261.250256,50.53506446,abs_plastic,2227999.554,0.001114,23154978.51,10.39272134,Machining,417.58,2.3,73.8,1050,30.53506446,5183021.841440399,0.98473246777,22801459.129313618,0.09622118858964987,0.00031359347851970864,0.009897829847619046,10.39272134
housing,2278.940899,124.5427016,titanium,8954101.839,8.14e-05,744321622.9,83.12632985,Casting,349.89,116.0,8.6,4500,104.5427016,104291799.11615999,0.9477286492,705414926.2413688,0.012029882732834417,3.06176903758468e-06,0.018472517744444444,83.12632985
piston,5233.46119,170.7824844,aluminium,1998447.918,2.85e-05,78840631.48,39.45093129,Casting,392.32,69.0,23.1,2700,150.7824844,240332201.88515997,0.9246087578,72896738.33689037,0.025347944080165805,6.638025459407443e-05,0.014611456033333333,39.45093129
valve_body,7471.943884,80.63802788,abs_plastic,748798.2901,0.000374399,13120657.37,17.52228543,Milling,485.42,2.3,73.8,1050,60.638027879999996,10292698.852351198,0.96968098606,12722851.976297006,0.05707018093560658,0.0005694793845531233,0.016687890885714287,17.52228543
valve_body,9268.014439,482.9582189,titanium,1496415.111,1.36e-05,296302226.3,198.0080422,Milling,94.73,116.0,8.6,4500,462.9582189,461847119.17463994,0.76852089055,227714450.8280236,0.005050299924121765,3.1278922722694375e-05,0.044001787155555555,198.0080422
piston,6260.901645,35.66764092,aluminium,706292.4077,1.01e-05,135138483.0,191.3350356,Forging,446.47,69.0,23.1,2700,15.667640919999997,24972652.862387996,0.99216617954,134079832.38694124,0.005226434336250467,4.6329524396096706e-05,0.070864828,191.3350356
shaft,7004.981037,50.30132494,titanium,1299852.262,1.18e-05,837123343.8,644.0142222,Injection Molding,153.1,116.0,8.6,4500,30.30132494,30228601.760143995,0.98484933753,824440370.5723284,0.0015527607390560983,8.367919839867211e-06,0.14311427159999998,644.0142222
lever,2921.185831,51.17247318,abs_plastic,27472657.1,0.013736329,22942508.94,0.835103385,Casting,383.32,2.3,73.8,1050,31.172473179999997,5291215.597573198,0.98441376341,22584921.56769297,1.1974565280478866,0.0001273263459824547,0.0007953365571428571,0.835103385
housing,8644.996067,145.5871702,aluminium,2336986.101,3.34e-05,89338679.08,38.22816021,Milling,409.92,69.0,23.1,2700,125.5871702,200173390.58178002,0.9372064149,83728783.13246843,0.026158726825447034,9.676655347969356e-05,0.014158577855555556,38.22816021
housing,4778.870765,158.8620337,aluminium,589191.5574,8.42e-06,83807485.97,142.2414916,Injection Molding,287.58,69.0,23.1,2700,138.8620337,221332195.51443002,0.93056898315,77988646.99946079,0.007030297479761044,5.7022003579855146e-05,0.05268203392592592,142.2414916
spring,1378.4504,95.68017547,abs_plastic,192848.3347,9.64e-05,8106608.178,42.0361845,Injection Molding,147.41,2.3,73.8,1050,75.68017547,12845952.984277796,0.962159912265,7799853.413311211,0.02378902871158355,0.0001700403386635717,0.04003446142857143,42.0361845
gear,5044.105158,295.3421155,titanium,4241558.565,3.86e-05,530822355.7,125.1479492,Milling,75.85,116.0,8.6,4500,275.3421155,274681294.42279994,0.86232894225,457743480.51343423,0.007990542446929578,9.502435426534165e-06,0.027810655377777778,125.1479492
housing,4993.316178,750.8111447,steel,44914681.38,0.000224573,54476264.39,1.212883243,3D Printing,416.12,200.0,12.0,7850,730.8111447,1753946747.28,0.63459442765,34570333.82108212,0.8244816689054182,9.166039988080761e-05,0.00015450741949044587,1.212883243
housing,3179.348666,325.2655162,chromium,1348278.679,4.83e-06,291578161.3,216.2595655,Casting,204.7,279.0,4.9,7190,305.2655162,417328487.19702005,0.8473672419,247073782.33905435,0.004624072917493907,1.0903932763087905e-05,0.03007782552155772,216.2595655
flange,7891.860875,202.3026297,titanium,8411424.817,7.65e-05,647121712.9,76.93366189,3D Printing,126.87,116.0,8.6,4500,182.3026297,181865103.38871998,0.90884868515,588135717.9011807,0.012998211386394665,1.2195326965051987e-05,0.017096369308888887,76.93366189
piston,7506.291387,192.8977976,steel,3296204.376,1.65e-05,199766198.5,60.6049188,3D Printing,103.97,200.0,12.0,7850,172.8977976,414954714.23999995,0.9135511012,182496630.6222128,0.01650031086715604,3.757538283935458e-05,0.007720371821656051,60.6049188
bearing,9546.121898,99.23725856,abs_plastic,1179140.599,0.00058957,6920913.812,5.869455958,Casting,421.76,2.3,73.8,1050,79.23725856,13449732.267974397,0.96038137072,6646716.69340354,0.17037354185158576,0.0013793152403441605,0.005589958055238095,5.869455958
cam,3468.229891,268.1433744,steel,362420.6794,1.81e-06,180170996.2,497.1322181,Injection Molding,465.85,200.0,12.0,7850,248.14337440000003,595544098.5600001,0.8759283127999999,157816876.7169612,0.0020115373009188036,1.924965707105304e-05,0.06332894498089171,497.1322181
bolt,7267.687042,165.0513148,steel,798269.457,3.99e-06,207017886.8,259.3333428,Injection Molding,392.94,200.0,12.0,7850,145.0513148,348123155.52,0.9274743426000001,192003778.46627125,0.003856040989207895,3.5106565690245466e-05,0.03303609462420382,259.3333428
housing,6602.394463,239.8677661,aluminium,1191708.755,1.7e-05,50055097.47,42.0027941,Casting,365.31,69.0,23.1,2700,219.8677661,350447232.38679004,0.8900661169499999,44552346.23867667,0.023807939954851514,0.0001319025393359203,0.015556590407407409,42.0027941
lever,9389.949497,517.9297931,steel,2534285.667,1.27e-05,115122449.7,45.42599567,Casting,201.82,200.0,12.0,7850,497.9297931,1195031503.44,0.75103510345,86461000.91985692,0.02201382678707887,8.156488609710326e-05,0.005786751040764331,45.42599567
bracket,7327.744149,37.03338285,abs_plastic,8327526.088,0.004163763,27655539.05,3.320978975,Machining,309.01,2.3,73.8,1050,17.033382850000002,2891246.4049589997,0.991483308575,27420005.357719112,0.3011160286170593,0.0002649647918903971,0.003162837119047619,3.320978975
shaft,7658.640847,204.5599417,titanium,4960242.182,4.51e-05,644300072.9,129.892866,Casting,372.36,116.0,8.6,4500,184.5599417,184116997.83991998,0.90772002915,584844080.9541352,0.007698652212895008,1.188676079536728e-05,0.028865081333333334,129.892866
shaft,8221.415649,200.2684695,chromium,1749308.833,6.27e-06,333243843.5,190.500292,Forging,224.25,279.0,4.9,7190,180.2684695,246445024.65345004,0.90986576525,303207164.6809787,0.00524933578555368,2.467087032322024e-05,0.026495172739916553,190.500292
lever,4868.654992,63.55381228,steel,497844.8314,2.49e-06,233449528.1,468.9202606,Forging,196.99,200.0,12.0,7850,43.55381228,104529149.472,0.97822309386,228365719.63813898,0.0021325587395779363,2.0855278790345088e-05,0.059735065044585985,468.9202606
flange,4952.103619,44.24446029,aluminium,830164.1907,1.19e-05,131564808.2,158.4804665,Injection Molding,343.38,69.0,23.1,2700,24.24446029,38643245.256231,0.987877769855,129969949.31601682,0.006309925899318113,3.764003221493695e-05,0.058696469074074074,158.4804665
spring,1988.100805,576.844174,chromium,243619.2672,8.73e-07,207718608.7,852.63621,Casting,371.25,279.0,4.9,7190,556.844174,761261670.2754,0.721577913,149885160.15700963,0.001172833135772876,9.571125174785556e-06,0.11858639916550764,852.63621
piston,8049.620977,530.0075864,titanium,857889.3393,7.8e-06,237490517.0,276.8311787,3D Printing,369.97,116.0,8.6,4500,510.00758640000004,508783568.19264,0.7449962068,176929534.31597093,0.003612309872987476,3.389449430942962e-05,0.06151803971111111,276.8311787
gear,7927.529308,703.1970177,chromium,796284.4316,2.85e-06,165600994.1,207.9671378,Casting,113.8,279.0,4.9,7190,683.1970177,933998642.89767,0.65840149115,109031941.45136236,0.0048084520019194745,4.7871266420133164e-05,0.028924497607788594,207.9671378
piston,2882.17647,93.44843805,aluminium,1251463.459,1.79e-05,111063150.8,88.74661902,Forging,323.6,69.0,23.1,2700,73.44843805,117069465.40789498,0.963275780975,106984443.3244142,0.011268034897133497,2.595078970152898e-05,0.03286911815555556,88.74661902
coupling,939.1187854,598.4548905,steel,134835.6258,6.74e-07,94152372.27,698.2751903,Forging,369.38,200.0,12.0,7850,578.4548905,1388291737.2,0.7107725547499999,66920922.17412095,0.00143210014308862,9.97445696542724e-06,0.08895225354140127,698.2751903
piston,9386.918707,993.8154087,chromium,7004383.418,2.51e-05,68728197.1,9.812169466,Forging,70.14,279.0,4.9,7190,973.8154087,1331303045.2337704,0.5130922956499999,35263908.425924666,0.10191426101005638,0.0001365803135115267,0.0013646967268428373,9.812169466
housing,2074.640792,277.2594481,chromium,277310.757,9.94e-07,307580184.0,1109.153454,Forging,270.13,279.0,4.9,7190,257.2594481,351699391.49751,0.8713702759499999,268016229.80883175,0.000901588500902906,6.745040480241081e-06,0.1542633454798331,1000.0
shaft,5989.069464,258.1636516,aluminium,31865285.26,0.000455218,42431811.85,1.331599937,Machining,452.27,69.0,23.1,2700,238.16365159999998,379609044.28524,0.8809181742,37378954.22289992,0.750976304585966,0.00014114573954965347,0.0004931851618518518,1.331599937
housing,8002.011597,144.660037,chromium,1990640.842,7.13e-06,351779987.7,176.7169548,Forging,305.84,279.0,4.9,7190,124.66003699999999,170422736.5827,0.9376699815,329853534.55872923,0.005658766591627805,2.274720528964303e-05,0.02457815783031989,176.7169548
spring,5326.301059,178.3625231,titanium,585687.5924,5.32e-06,677046846.2,1155.986323,Milling,318.06,116.0,8.6,4500,158.3625231,157982453.04456,0.92081873845,623437422.7894351,0.0008650621381478047,7.866960888887456e-06,0.2568858495555556,1000.0
shaft,1826.664378,361.6425856,titanium,697973.0332,6.35e-06,447946768.1,641.7823422,Milling,259.89,116.0,8.6,4500,341.6425856,340822643.39456,0.8291787072,371427922.0675762,0.0015581606630638394,4.077860380035633e-06,0.14261829826666667,641.7823422
bracket,4934.547626,659.6352586,chromium,3793131.489,1.36e-05,180121580.5,47.48624745,Injection Molding,96.34,279.0,4.9,7190,639.6352586,874445362.0320603,0.6801823707,122515523.63872088,0.02105872865689184,2.739564916264989e-05,0.006604485041724618,47.48624745
cam,2547.029971,974.2732498,chromium,631733.6704,2.26e-06,75242250.05,119.1043846,Injection Molding,214.09,279.0,4.9,7190,954.2732498,1304586959.8015802,0.5228633751,39341416.81126115,0.008395996530941063,3.38510606648186e-05,0.016565282976356052,119.1043846
housing,4955.549299,40.75336883,aluminium,11162473.38,0.000159464,133019429.7,11.91666266,Machining,299.14,69.0,23.1,2700,20.75336883,33078794.578137,0.989623315585,131639129.05693983,0.08391611214372843,3.725432675644677e-05,0.004413578762962963,11.91666266
coupling,4046.726946,154.1427133,chromium,585866.23,2.1e-06,348619095.6,595.048968,Milling,260.37,279.0,4.9,7190,134.1427133,183386503.35243002,0.93292864335,325236739.90401196,0.0016805339621218383,1.1607875176875422e-05,0.08276063532684283,595.048968
gear,4371.305424,110.1772728,steel,3910212.341,1.96e-05,221308001.9,56.59743834,Forging,183.95,200.0,12.0,7850,90.1772728,216425454.72,0.9549113636,211329525.86992037,0.017668644185612703,1.975213452053674e-05,0.007209864756687898,56.59743834
bolt,378.2066678,784.0988335,steel,38569.39107,1.93e-07,45807595.44,1187.667064,Machining,386.98,200.0,12.0,7850,764.0988335,1833837200.3999999,0.6179505832500001,28306830.31942804,0.0008419868080724563,8.256418267913345e-06,0.15129516738853502,1000.0
shaft,7299.92012,501.9869951,titanium,5457331.197,4.96e-05,272516256.1,49.93581044,Casting,481.71,116.0,8.6,4500,481.9869951,480830226.31175995,0.75900650245,206841610.4032295,0.02002570883330141,2.6787099692582338e-05,0.011096846764444444,49.93581044
bolt,9226.883148,636.7887726,steel,4420328.481,2.21e-05,84169590.47,19.04147867,Milling,342.25,200.0,12.0,7850,616.7887726,1480293054.24,0.6916056137,58212161.27188202,0.05251692988307348,0.00010962252633614366,0.002425666072611465,19.04147867
valve_body,6048.340016,32.82347791,abs_plastic,2768163.751,0.001384082,29058840.7,10.49751507,3D Printing,195.38,2.3,73.8,1050,12.823477910000001,2176657.1404434,0.993588261045,28872522.99909667,0.0952606395959905,0.00020814113262267894,0.0099976334,10.49751507
flange,5144.181376,316.2668346,titanium,630297.3049,5.73e-06,504666456.8,800.680017,3D Printing,403.7,116.0,8.6,4500,296.2668346,295555794.19696,0.8518665827,429908489.9575332,0.0012489383758465002,1.0193230215097584e-05,0.17792889266666667,800.680017
spring,3127.445566,90.78424648,abs_plastic,430447.2148,0.000215224,9738584.508,22.62434086,3D Printing,464.8,2.3,73.8,1050,70.78424648,12014917.997515196,0.96460787676,9393915.32490971,0.04420018273152516,0.00032113964441453304,0.021546991295238096,22.62434086
lever,8007.616575,40.56917304,abs_plastic,1287683.06,0.000643842,26476942.32,20.56169188,Forging,256.69,2.3,73.8,1050,20.569173040000003,3491411.4318096,0.98971541348,26204637.91592491,0.04863413019664727,0.0003024373614679537,0.019582563695238097,20.56169188
cylinder,7846.172188,44.74048884,abs_plastic,1213175.205,0.000606588,25086503.72,20.6783848,3D Printing,366.69,2.3,73.8,1050,24.740488839999998,4199450.575701599,0.98762975558,24776177.537340358,0.04835967652330949,0.0003127646752044091,0.01969369980952381,20.6783848
pulley,2367.114114,136.6253489,titanium,260645.2678,2.37e-06,729218313.8,2797.742387,3D Printing,57.32,116.0,8.6,4500,116.6253489,116345448.06264,0.94168732555,686695643.6644026,0.00035743105030064593,3.246098005499653e-06,0.6217205304444444,1000.0
cylinder,4907.522348,290.3903335,titanium,745779.9165,6.78e-06,537012083.1,720.0677724,3D Printing,374.86,116.0,8.6,4500,270.3903335,269741396.6996,0.86480483325,464410644.97853065,0.0013887581675906615,9.13856969413134e-06,0.16001506053333334,720.0677724
coupling,7143.396994,31.81087713,abs_plastic,1547843.292,0.000773922,29396374.29,18.99182846,Milling,493.93,2.3,73.8,1050,11.810877130000002,2004778.2840461999,0.994094561435,29222775.807596657,0.05265422452205414,0.0002430026548012088,0.018087455676190477,18.99182846
valve_body,276.2001675,143.2365171,aluminium,106055.0721,1.52e-06,90318117.87,851.615261,Injection Molding,370.29,69.0,23.1,2700,123.23651709999999,196426684.60568997,0.93838174145,84752872.73133697,0.0011742391737242697,3.058081523549357e-06,0.3154130596296296,851.615261
cam,7269.983789,539.3341602,titanium,952721.1913,8.66e-06,225832299.7,237.0392322,Casting,105.55,116.0,8.6,4500,519.3341602,518087758.21551996,0.7403329198999999,167191085.84463286,0.00421871093092358,3.219195747755121e-05,0.05267538493333333,237.0392322
bolt,1315.126541,578.6065024,titanium,998980.834,9.08e-06,176741871.9,176.922185,3D Printing,76.96,116.0,8.6,4500,558.6065024,557265846.7942399,0.7206967488,127377292.45515609,0.005652202408296435,7.440944960366237e-06,0.039316041111111116,176.922185
bracket,8154.916014,69.48775692,abs_plastic,971091.9186,0.000485546,16837414.36,17.33864121,3D Printing,494.61,2.3,73.8,1050,49.487756919999995,8400051.859600797,0.97525612154,16420791.4254955,0.05767464634635267,0.00048433303591870506,0.01651299162857143,17.33864121
bracket,3832.23303,278.1167399,aluminium,8350948.365,0.000119299,34118025.05,4.085527004,Forging,402.72,69.0,23.1,2700,258.1167399,411412271.72661006,0.8709416300499999,29714808.351133727,0.24476646443519745,0.00011232282713855386,0.0015131581496296298,4.085527004
flange,2385.096073,257.6461718,aluminium,1613681.381,2.31e-05,42647428.43,26.42865496,Injection Molding,160.47,69.0,23.1,2700,237.6461718,378784233.23201996,0.8811769141,37579929.378248006,0.037837718249498685,5.592590598785607e-05,0.009788390725925926,26.42865496
coupling,1174.425127,534.1975146,chromium,154362.1705,5.53e-07,221934161.8,1437.749684,3D Printing,462.65,279.0,4.9,7190,514.1975146,702959422.20966,0.7429012427,164875164.5988029,0.0006955313650140363,5.291772647684382e-06,0.1999651855354659,1000.0
gear,9260.764395,55.74673844,abs_plastic,5105325.954,0.002552663,21417753.85,4.195178534,Forging,438.46,2.3,73.8,1050,35.74673844,6067651.382805599,0.98212663078,21034946.427575875,0.23836887797643633,0.0004323872829923293,0.003995408127619048,4.195178534
cylinder,2539.952709,60.09530109,aluminium,451652.1291,6.45e-06,124960291.2,276.6737565,Milling,467.51,69.0,23.1,2700,40.09530109,63907900.407351,0.979952349455,122455130.95002097,0.0036143652096418933,2.0326078665540114e-05,0.10247176166666667,276.6737565
spring,712.4281014,79.57051551,abs_plastic,2107889.552,0.001053945,13476494.83,6.393359092,Machining,267.78,2.3,73.8,1050,59.57051551000001,10111499.3026674,0.970214742245,13075093.957854526,0.15641229997785708,5.2864495581897535e-05,0.006088913420952381,6.393359092
coupling,794.9464529,784.6512167,steel,128190.5243,6.41e-07,45663745.64,356.2177929,Forging,303.92,200.0,12.0,7850,764.6512167,1835162920.08,0.61767439165,28205326.308647342,0.0028072713375424277,1.7408700091471516e-05,0.045378062789808916,356.2177929
bolt,6234.988969,185.8379846,titanium,679156.2029,6.17e-06,667702519.3,983.1354207,Forging,381.01,116.0,8.6,4500,165.8379846,165439973.43695998,0.9170810077,612337299.2434727,0.0010171538720746595,9.337974305588337e-06,0.21847453793333335,983.1354207
lever,2508.698476,570.3020933,titanium,689987.6182,6.27e-06,187122383.4,271.1967265,Forging,325.66,116.0,8.6,4500,550.3020933,548981368.27608,0.72484895335,135635463.75584742,0.0036873601418653157,1.340672575037327e-05,0.060265939222222224,271.1967265
cam,7454.246988,21.83217292,abs_plastic,776987.7495,0.000388494,32722609.03,42.11470393,Milling,214.0,2.3,73.8,1050,1.8321729200000014,310993.0314408002,0.99908391354,32692632.290931746,0.02374467600635572,0.000227801120050237,0.040109241838095236,42.11470393
shaft,8997.061233,997.7422943,chromium,1190316.973,4.27e-06,67419235.24,56.63973277,Casting,335.15,279.0,4.9,7190,977.7422943,1336671490.5375302,0.51112885285,34459916.36824549,0.017655450536670905,0.00013344947033249677,0.007877570621696802,56.63973277
bracket,7892.301212,771.29806,steel,1111281.784,5.56e-06,49141130.22,44.22022472,Forging,381.38,200.0,12.0,7850,751.29806,1803115344.0,0.6243509700000001,30681312.319753315,0.022614086795010636,0.00016060479636237395,0.005633149645859872,44.22022472
valve_body,4079.009851,395.0264246,titanium,1141903.846,1.04e-05,406216969.2,355.7365803,Injection Molding,352.58,116.0,8.6,4500,375.0264246,374126361.18095994,0.8124867876999999,330045920.4145378,0.002811068794710509,1.0041456069728364e-05,0.0790525734,355.7365803
coupling,5816.252745,561.4310885,titanium,13031559.43,0.000118469,198211139.4,15.21008598,Forging,148.63,116.0,8.6,4500,541.4310885,540131653.8876,0.72928445575,144552302.92091638,0.06574584793492186,2.934372287352887e-05,0.003380019106666667,15.21008598
bracket,2305.463989,529.678067,steel,334745.6629,1.67e-06,112063003.4,334.770591,Machining,318.93,200.0,12.0,7850,509.67806700000006,1223227360.8000002,0.7451609665,83504975.92243679,0.002987120215805317,2.057292700580966e-05,0.04264593515923567,334.770591
spring,367.1518551,91.92976805,abs_plastic,106505.5696,5.33e-05,9356743.982,87.8521566,Milling,217.35,2.3,73.8,1050,71.92976805,12209358.828806998,0.964035115975,9020229.769835753,0.011382759836636513,3.9239275522158875e-05,0.08366872057142857,87.8521566
housing,7622.08838,657.5438792,chromium,1901159.609,6.81e-06,180818706.9,95.10969308,Milling,104.4,279.0,4.9,7190,637.5438792,871586237.2543201,0.6812280604000001,123178776.9855231,0.01051417545006235,4.215320699210243e-05,0.013228051888734353,95.10969308
housing,497.9670435,614.2787179,steel,458563.7523,2.29e-06,90031583.88,196.3338433,Machining,60.84,200.0,12.0,7850,594.2787179,1426268922.9599998,0.70286064105,63279656.760643646,0.005093365378434349,5.531026135936064e-06,0.025010680675159238,196.3338433
bolt,2659.211896,42.77583751,abs_plastic,276903.9749,0.000138452,25741387.5,92.96142283,Casting,458.71,2.3,73.8,1050,22.775837510000002,3865970.6589474,0.988612081245,25448246.67050903,0.010757150324550298,0.00010330491687753815,0.08853468840952382,92.96142283
valve_body,8431.901693,96.89025394,titanium,1271529.077,1.16e-05,778887182.6,612.5594738,3D Printing,448.32,116.0,8.6,4500,76.89025394,76705717.33054398,0.96155487303,748942765.9696374,0.0016324945453018167,1.0825575104283402e-05,0.13612432751111112,612.5594738
lever,405.8815135,136.8252871,titanium,147649.2093,1.34e-06,728968391.1,4937.164205,Machining,225.75,116.0,8.6,4500,116.8252871,116544906.41095999,0.94158735645,686387420.3114587,0.00020254542049100377,5.56788906700786e-07,1.0971476011111112,1000.0
spring,4300.947584,551.100983,titanium,855129.4204,7.77e-06,211123771.2,246.8910158,Casting,351.38,116.0,8.6,4500,531.100983,529826340.6408,0.7344495085,155059749.99050644,0.004050370147992127,2.0371687941883447e-05,0.054864670177777776,246.8910158
piston,9113.669099,512.7605121,chromium,3298184.726,1.18e-05,229079829.3,69.45633684,3D Printing,323.49,279.0,4.9,7190,492.7605121,673652896.0919101,0.75361974395,172639082.3011757,0.014397534414436548,3.9783813035170616e-05,0.009660130297635607,69.45633684
shaft,836.5172891,25.85377923,aluminium,87868.19358,1.26e-06,139227592.0,1584.504999,Machining,221.96,69.0,23.1,2700,5.853779230000001,9330338.714697002,0.997073110385,138820088.20685375,0.0006311119248546654,6.008272333690867e-06,0.5868537033333333,1000.0
lever,8019.486668,785.115828,steel,860171.6042,4.3e-06,45542753.13,52.94612483,Machining,380.51,200.0,12.0,7850,765.115828,1836277987.1999998,0.6174420860000001,28120012.494770233,0.018887123528625375,0.0001760869977515125,0.006744729277707006,52.94612483
piston,6970.471991,282.7429976,steel,6169810.758,3.08e-05,176369011.0,28.58580562,Machining,367.16,200.0,12.0,7850,262.7429976,630583194.24,0.8686285012,153199149.68305632,0.034982396981292824,3.9522090368812014e-05,0.0036415039006369426,28.58580562
coupling,291.1137255,579.9254481,titanium,184518.6396,1.68e-06,175093189.8,948.9187121,Injection Molding,264.62,116.0,8.6,4500,559.9254481,558581627.02456,0.72003727595,126073623.42098834,0.0010538310474026214,1.6626216349849146e-06,0.21087082491111112,948.9187121
cam,1849.926268,67.36514462,abs_plastic,339613.2705,0.000169807,17544951.79,51.6615613,Milling,100.07,2.3,73.8,1050,47.365144619999995,8039759.647798798,0.97631742769,17129442.200557858,0.01935675142142981,0.00010543923346967487,0.049201486952380954,51.6615613
piston,5182.887043,33.11903776,abs_plastic,1105463.354,0.000552732,28960320.75,26.19744982,Forging,261.0,2.3,73.8,1050,13.119037759999998,2226825.469382399,0.99344048112,28770354.97926952,0.0381716543660864,0.00017896511187639384,0.02494995220952381,26.19744982
